Top pages,Clicks,Impressions,CTR,service,category,bato
https://www.tabnak.ir/fa/news/1179444/لحظه-تکان‌دهنده-برق‌گرفتگی-بالای-تیر-برق,703684,3519621,19.99%,1,4,22
https://www.tabnak.ir/fa/news/1177772/کشف-۴۵-کیسه-حاوی-اجساد-انسان,420288,2830947,14.85%,1,2,39
https://www.tabnak.ir/fa/news/1176017/سرنوشت-تلخ-مادر-بابک-خرمدین-پس-از-آزادی,378152,2530216,14.95%,1,7,22
https://www.tabnak.ir/fa/news/1174284/اعترافات-عجیب-مردی-که-خواهرش-رادرخیابان-آتش-زد,355107,1934838,18.35%,1,4,21
https://www.tabnak.ir/fa/news/1176766/هیکل-کشتی‌گیری-که-امروز-از-حسن-یزدانی-۲-امتیاز-گرفت,319367,2783332,11.47%,2,6,0
https://www.tabnak.ir/fa/news/1182373/دارندگان-این-اسم-و-فامیل‌ها-برای-تغییر-نام-خود-اقدام-کنند,299546,1997971,14.99%,1,3,0
https://www.tabnak.ir/fa/news/1176370/خواستگاری-زن-معروف-عرب-از-رونالدو-حاضرم-زن-دومش-باشم,273120,2459813,11.1%,2,0,0
https://www.tabnak.ir/fa/news/1182955/آلوده‌ترین-عضو-بدن-را-بشناسید,245060,1834475,13.36%,1,5,0
https://www.tabnak.ir/fa/news/1180501/زنان-زیبای-اوکراینی-در-خط-مقدم,244596,1616072,15.14%,1,1,23
https://www.tabnak.ir/fa/news/1173933/این-مرد-از-دخترش-۷-بچه-دارد,209209,1167650,17.92%,1,3,23
https://www.tabnak.ir/fa/news/1182844/اولین-اظهارات-رائفی‌پور-از-عربستان,207126,1724897,12.01%,4,4,0
https://www.tabnak.ir/fa/news/1175951/خروج-بیش-از-۲-هزار-مهاجر-افغانستانی-از-مرزهای-ایران,196069,1305571,15.02%,1,1,0
https://www.tabnak.ir/fa/news/1172839/ماجرای-پیش-بینی-زلزله-شناس-هلندی-درباره-ایران,183323,1082940,16.93%,1,9,0
https://www.tabnak.ir/fa/news/1183085/دختری-که-میمون‌های-جنگل-بزرگش-کردند,176809,1126299,15.7%,1,5,22
https://www.tabnak.ir/fa/news/1179934/شغل-عجیب-وریا-غفوری-پس-از-خداحافظی,175068,1440068,12.16%,1,4,0
https://www.tabnak.ir/fa/news/1179955/فیلم-حرکت-زشت-بازیکن-عراق-مقابل-دروازه-ایران,159542,1409520,11.32%,2,5,0
https://www.tabnak.ir/fa/news/1177442/پاسخ-باورنکردنی-یک-دانش-آموز-به-سوال-امتحان-نهایی,155038,1093078,14.18%,1,2,0
https://www.tabnak.ir/fa/news/1179334/رسم-عجیب-در-مراسم-عروسی-در-ترکیه,152012,1164082,13.06%,1,4,22
https://www.tabnak.ir/fa/news/1182835/این-زن-تبهکار-را-شناسایی-کنید,144537,488403,29.59%,1,5,0
https://www.tabnak.ir/fa/news/1183043/علت-بازداشت-رائفی‌پور-در-عربستان-چیست,130090,1119793,11.62%,4,3,0
https://www.tabnak.ir/fa/news/1180979/واکنش-محیط-زیست-به-وجود-مار-غول-پیکر-در-گیلان,129682,948707,13.67%,1,9,0
https://www.tabnak.ir/fa/news/1180742/آتش-زدن-دو-خودرو-لوکس-۱۴-میلیاردی-در-هرمزگان,127477,967608,13.17%,1,2,0
https://www.tabnak.ir/fa/news/1181359/عکس-لحظه-دستگیری-هانی-کُرده-توسط-پلیس,127287,632261,20.13%,2,9,0
https://www.tabnak.ir/fa/news/1181902/یک-مادر-در-انتظار-فرزندش-پشت-در-سالن-کنکور,126904,958078,13.25%,1,2,0
https://www.tabnak.ir/fa/news/1179392/شهر‌های-مختلف-ایران-اگر-آدم-بودند-این-شکلی-می‌شدند,112385,1053717,10.67%,1,2,24
https://www.tabnak.ir/fa/news/1180323/جدول-لیگ-ملتهای-والیبال-ایران-بالاتر-از-قهرمان-المپیک,110798,833763,13.29%,2,3,0
https://www.tabnak.ir/fa/news/1181223/سرگذشت-غمگین-مردی-که-دو-صورت-داشت,110432,600127,18.4%,1,3,21
https://www.tabnak.ir/fa/news/1182186/آماده‌باش-امنیتی-در-پمپ‌بنزین‌ها-واقعیت-دارد,107096,681945,15.7%,1,6,0
https://www.tabnak.ir/fa/news/1182114/یافتن-جسد-جوان-مفقودی-بعد-از-۸-ساعت-جستجو,99407,588171,16.9%,1,4,0
https://www.tabnak.ir/fa/news/1172967/موجودی-حساب-عضو-خبرگان-هنگام-حمله-مسلحانه,98857,591575,16.71%,1,7,0
https://www.tabnak.ir/fa/news/1180578/ستاره-رئال-مادرید-در-یکقدمی-تراکتور,97310,898257,10.83%,2,8,0
https://www.tabnak.ir/fa/news/1181089/عبدی-خواستار-رسیدگی-قضایی-به-ادعای-مداح-مشهور-شد,90423,810009,11.16%,4,9,0
https://www.tabnak.ir/fa/news/1178973/آقامحمدی-کسانی-که-سند-غیر-رسمی-دارند-ثبت-نام-کنند,88994,603980,14.73%,1,3,0
https://www.tabnak.ir/fa/news/1178900/خوردن-هسته-زردآلو-عوارض-دارد,87593,752365,11.64%,1,0,0
https://www.tabnak.ir/fa/news/1180692/تحلیلگر-سیا-کودتای-اخیر-تبانی-پریگوژین-و-پوتین-بود,86661,687135,12.61%,1,2,0
https://www.tabnak.ir/fa/news/1180413/مصوبه-تاریخی-والیبال-دنیا-علیه-آمریکا-و-به-سود-ایران,85555,781527,10.95%,2,3,0
https://www.tabnak.ir/fa/news/1174120/مکالمه-خارج-از-ادب-معلم-خصوصی-با-دختر-دانش-آموز,84088,710182,11.84%,1,0,0
https://www.tabnak.ir/fa/news/1181724/فوری-بیرانوند-از-رفتن-به-استقلال-منصرف-شد,82261,519102,15.85%,2,4,0
https://www.tabnak.ir/fa/news/1181074/شکایت-چهار-کشور-از-ایران-نزد-دیوان-بین‌المللی-دادگستری,79595,684088,11.64%,1,4,0
https://www.tabnak.ir/fa/news/1179287/تصاویر-بهت-آور-از-جاده-چالوس,77889,561652,13.87%,1,7,0
https://www.tabnak.ir/fa/news/1178165/انفجار-هولناک-یک-سد-بزرگ-در-اوکراین-فیلمدرخواست-اوکراین-برای-نشست-فوری-شورای-امنیت-درباره-انفجار-سد,75321,644733,11.68%,1,5,0
https://www.tabnak.ir/fa/news/1178314/اولین-خرید-بزرگ-پرسپولیس-برای-فصل-بعد,73884,504665,14.64%,2,4,0
https://www.tabnak.ir/fa/news/1182965/قابی-پربازدید-از-زلنسکی-تنها-در-میان-سران-اروپا,73008,579028,12.61%,1,5,0
https://www.tabnak.ir/fa/news/1182855/هواپیمای-خصوصی-لژیونر-ایرانی-برای-امضای-قرارداد,72958,590856,12.35%,2,5,0
https://www.tabnak.ir/fa/news/1181343/اعجازِ-خداوند-در-معدن-فیروزه,69175,706468,9.79%,1,3,0
https://www.tabnak.ir/fa/news/1176895/التماس-دعای-متفاوت-یک-دانش-آموز-پای-برگه-امتحانی,67304,579507,11.61%,1,5,0
https://www.tabnak.ir/fa/news/1182924/فیلمی-جالب-از-نمرات-کارنامه-دانش-آموز-در-امتحانات,67303,622456,10.81%,1,4,0
https://www.tabnak.ir/fa/news/1182373/دارندگان-این-اسم-و-فامیل‌ها-برای-تغییر-نام-اقدام-کنند,66727,580627,11.49%,1,3,0
https://www.tabnak.ir/fa/news/1178629/گاف-سریال-صداوسیما-در-انتخاب-نام,66311,513059,12.92%,1,9,0
https://www.tabnak.ir/fa/news/1174286/گوشی-جدید-نوکیا-مجیک-مکس-ویژگی-و-قیمت,65379,886915,7.37%,1,6,0
https://www.tabnak.ir/fa/news/1183527/اولین-تصویر-محمد-صادقی-بازیگر-بعد-از-بازداشت,64695,321900,20.1%,1,7,0
https://www.tabnak.ir/fa/news/1182797/پاتک-پرسپولیس-به-سپاهان-مغانلو-جای-آل‌کثیر,62693,444099,14.12%,2,7,0
https://www.tabnak.ir/fa/news/1177894/توییت-دکتر-رضایی-در-خصوص-نامه-تاریخی-امام-خطاب-به-فرماندهان-سپاه,62477,608298,10.27%,1,4,0
https://www.tabnak.ir/fa/news/1179077/تفاوت-ظاهری-این-مرد-با-عکس-پاسپورتش-سوژه-شد,62253,421735,14.76%,1,7,20
https://www.tabnak.ir/fa/news/1177529/طالبان-در-حال-توزیع-دلار-بین-مردم-افغانستان,61469,577634,10.64%,1,9,0
https://www.tabnak.ir/fa/news/1182520/نام-گروهک-تروریستی-روی-بند-سلاح-یکی-از-تروریست‌‎ها,60086,298404,20.14%,4,0,0
https://www.tabnak.ir/fa/news/1179680/استقبال-جمعیت-از-علی-دایی-در-نمایشگاه-صنایع-غذایی,60051,497244,12.08%,2,0,0
https://www.tabnak.ir/fa/news/1178686/مهاجران-افغان-در-حال-خروج-از-ایران,59228,558870,10.6%,1,6,0
https://www.tabnak.ir/fa/news/1179760/چرا-طالبان-متقاضی-بنزین-ایران-نیست,58947,707029,8.34%,1,0,0
https://www.tabnak.ir/fa/news/1182743/مدال-طلای-ایران-با-اعتراض-ترکیه-پس-گرفته-شد,58597,457785,12.8%,2,3,0
https://www.tabnak.ir/fa/news/1180150/رمانتیک‌بازی-همسر-رضا-گلزار-در-اینستاگرام,58424,509976,11.46%,1,0,20
https://www.tabnak.ir/fa/news/1180579/جدول-لیگ-ملت‌های-والیبال-بعداز-هفته-دوم,56494,468693,12.05%,2,9,0
https://www.tabnak.ir/fa/news/1180398/گلایه‌های-وزیر-اسبق-بهداشت-پس-از-سه-سال-سکوت,56382,534606,10.55%,4,8,0
https://www.tabnak.ir/fa/news/1177213/وضعیت-جسمی-فردوس-کاویانی-به-روایت-دخترش,56097,420833,13.33%,1,3,0
https://www.tabnak.ir/fa/news/1179105/اسماعیل-سلطانیان-بازیگر-سینما-و-تلویزیون-درگذشت,54320,534402,10.16%,1,5,0
https://www.tabnak.ir/fa/news/1177165/عکسی-عجیب-در-برگه-امتحانی-پایه-ششم-دبستان-مشهد,53735,304565,17.64%,1,5,0
https://www.tabnak.ir/fa/news/1182323/عروسک‌های-هدیه-شده-در-مهمونی-۱۰-کیلومتری-غدیر,53679,524760,10.23%,1,3,0
https://www.tabnak.ir/fa/news/1177481/رسمی-استقلال-ساپینتو-را-کنار-گذاشت,52326,353003,14.82%,2,1,0
https://www.tabnak.ir/fa/news/1180166/فیلمی-از-دف-نوازی-شاد-و-زیبای-دختربچه-ایرانی,49064,510300,9.61%,1,6,0
https://www.tabnak.ir/fa/news/1183374/آماده-شدن-آمریکا-برای-جنگ-زمینی-با-روسیهپیشروی-روسیه-در-جبهه-جنوبی-جنگ-با-روسیه,48911,467262,10.47%,1,4,0
https://www.tabnak.ir/fa/news/1181166/تصادف-شدید-خودرو-عروس-در-محور-مشهد-به-کلات,48830,288396,16.93%,1,6,0
https://www.tabnak.ir/fa/news/1177743/مراسم-عروسی-ولیعهد-اردن-در-کاخ-حسینیه,47900,398568,12.02%,1,3,21
https://www.tabnak.ir/fa/news/1175250/چرا-نباید-قرص-زینک-بخوریم,47779,658111,7.26%,1,0,0
https://www.tabnak.ir/fa/news/1183102/عکس-یادگاری-همسران-سران-ناتو,47708,462564,10.31%,1,2,0
https://www.tabnak.ir/fa/news/1178719/نمرات-باورنکردنی-دانش-آموزان-یک-معلم-بلاگر-در-آخر-سال,47095,443087,10.63%,1,9,0
https://www.tabnak.ir/fa/news/1180122/ادعای-واشنگتن-پست-درباره-سیگنال-ایران-به-آمریکا,45880,486449,9.43%,1,2,0
https://www.tabnak.ir/fa/news/1179957/لیست-خرید-نکونام-در-استقلال-منتشر-شد,44973,278559,16.14%,2,7,0
https://www.tabnak.ir/fa/news/1181440/تصویر-دیدنی-از-یک-عروس-در-زمان-قاجار-۱۱۸-سال-قبل,44560,412893,10.79%,1,0,0
https://www.tabnak.ir/fa/news/1180681/مستمری-جدید-مددجویان-کمیته-امداد-اعلام-شد,42491,399966,10.62%,1,1,0
https://www.tabnak.ir/fa/news/1183511/نحوه-صحیح-مصرف-سیاه-دانه-چگونه-است,41126,615892,6.68%,1,1,0
https://www.tabnak.ir/fa/news/1176127/مردی-که-در-تهرانپارس-خواهرش-را-آتش-زد,40895,274275,14.91%,1,7,41
https://www.tabnak.ir/fa/news/1181755/گنج-پنهان‌-درون-حشره-نامحبوب-عکس,40388,411711,9.81%,1,5,0
https://www.tabnak.ir/fa/news/1181718/گاو-استقلال-زایید,40336,209937,19.21%,2,8,0
https://www.tabnak.ir/fa/news/1175331/تازه‌ترین-جزییات-از-تولد-۲-شهرستان-در-استان-کرمان,39742,292725,13.58%,1,1,0
https://www.tabnak.ir/fa/news/1178621/افغانستان-گل-خورد-و-به-نشانه-اعتراض-زمین-را-ترک-کرد,39452,341164,11.56%,2,1,0
https://www.tabnak.ir/fa/news/1181830/حمله-راهزنان-به-اتوبوس-حامل-مسافران-در-ریگان-کرمان,38889,271644,14.32%,1,0,0
https://www.tabnak.ir/fa/news/1183721/اطلاعیه-پلیس-به-مناسبت-فرا-رسیدن-ماه-محرم,36972,524452,7.05%,1,1,0
https://www.tabnak.ir/fa/news/1182640/جریمه-رستوران-معروف-به-دلیل-فروش-اجباری,36540,302492,12.08%,1,0,0
https://www.tabnak.ir/fa/news/1177354/عوارض-کمبود-ویتامین-دی,35167,394682,8.91%,1,4,0
https://www.tabnak.ir/fa/news/1182429/پاسخ-وزیر-کار-به-موضوع-افزایش-مجدد-دستمزد-کارگران,34479,337820,10.21%,1,9,0
https://www.tabnak.ir/fa/news/1181229/این-بطری‌های-آب-از-صندلی-توالت-کثیف‌تر-هستند,34090,311854,10.93%,1,9,0
https://www.tabnak.ir/fa/news/1181110/موساد-مغز-متفکر-عملیات-علیه-اسرائیل-از-ایران-ربوده-شد,33791,218613,15.46%,1,0,0
https://www.tabnak.ir/fa/news/1183588/فناوری-جدید-در-فرودگاه-مهرآباد-مسافران-را-شگفت‌زده-کرد,33475,302964,11.05%,1,8,19
https://www.tabnak.ir/fa/news/1182065/فرش-قرمز-برای-۵۰-هواپیمای-جدید,33363,373691,8.93%,1,5,0
https://www.tabnak.ir/fa/news/1182180/فوت-یک-کودک-در-استخر-جهان-آرای-اهواز,33320,225180,14.8%,1,0,0
https://www.tabnak.ir/fa/news/1182173/آماده-باش-30-هزار-نیرو-و-تشکیل-سه-منطقه-دفاعی-ناتوکشف-تصاویر-عجیب-از-خانه-فرمانده-واگنرآمریکا-بمب‌های-خوشه-ای-به-اوکراین-ارسال-می‌کند,31703,298480,10.62%,1,3,0
https://www.tabnak.ir/fa/news/1183871/دستگیری-پوتین-اعلام-جنگ-علیه-مسکو-است,31251,239473,13.05%,1,1,0
https://www.tabnak.ir/fa/news/1175724/ارواح-سرگردان-در-تبریز-دستگیر-شدند,28617,186237,15.37%,1,4,0
https://www.tabnak.ir/fa/news/1177997/گوشت‌های-شکار-چه-می‌شوند,28455,248110,11.47%,1,7,0
https://www.tabnak.ir/fa/news/1180073/تنهایی-چه-بلایی-سر-مردان-می‌آورد,28368,320050,8.86%,1,3,0
https://www.tabnak.ir/fa/news/1180891/عروسک‌ساز-مطرح-درگذشت,28053,403184,6.96%,1,1,0
https://www.tabnak.ir/fa/news/1177798/فیلم-پس-گردنی-زدن-به-دانش-آموز-بابت-کسب-نمره-۱۰,27543,347209,7.93%,1,8,0
https://www.tabnak.ir/fa/news/1178187/جواب-قلعه‌نویی-به-برنامه-فوتبال-برتر-و-میثاقی,27445,213076,12.88%,2,7,0
https://www.tabnak.ir/fa/news/1181788/زمان-نشست-شورای-امنیت-درباره-نقض-قطعنامه-۲۲۳۱,27049,312716,8.65%,1,8,0
https://www.tabnak.ir/fa/news/1181913/عکس‌های-خاص-کنکور-۱۴۰۲-در-سراسر-کشور,26823,185496,14.46%,1,3,0
https://www.tabnak.ir/fa/news/1178198/آیا-گرگ-توتم-مردم-آذربایجان-است,26528,343297,7.73%,1,8,0
https://www.tabnak.ir/fa/news/1183046/پاسخ-ایران-به-اتهامات-بی‌اساس-سران-ناتو,26292,310408,8.47%,4,6,0
https://www.tabnak.ir/fa/news/1180964/۱۷-خاصیت-درمانی-عجیب-و-باورنکردنی-سیاه-دانه,26085,282171,9.24%,1,4,0
https://www.tabnak.ir/fa/news/1182218/باهمسان‌سازی-حقوق‌بازنشستگان-چقدر-افزایش-می‌یابد,26056,127636,20.41%,1,8,0
https://www.tabnak.ir/fa/news/1182838/از-حقابه-هیرمند-چه-خبر,25920,249752,10.38%,1,8,0
https://www.tabnak.ir/fa/news/1177609/زاکانی-بی-حجابی-را-جمع-می‌کنیم,25837,382621,6.75%,1,9,0
https://www.tabnak.ir/fa/news/1179742/رکوردشکنی-باورنکردنی-یک-شهروند-با-پراید,25640,233770,10.97%,1,2,22
https://www.tabnak.ir/fa/news/1177681/پیشنهاد-۲۰۰-میلیاردی-از-عربستان-بیرانوند-درتیم-رونالدو,25597,206900,12.37%,2,1,0
https://www.tabnak.ir/fa/news/1180986/برگه-امتحانی-یک-دانشجو-در-فضای-مجازی-خبرساز-شد,25227,283084,8.91%,1,6,21
https://www.tabnak.ir/fa/news/1177456/جزییات-مهم-عرضه-اولیه-شهر,25184,295167,8.53%,2,6,0
https://www.tabnak.ir/fa/news/1183377/راز-رابطه-پنهانی-با-مرد-متاهل-چگونه-فاش-شد,24751,180521,13.71%,1,7,0
https://www.tabnak.ir/fa/news/1176910/کلاهبرداری-۵۰-میلیاردی-یک-زن-از-اصفهانی‌ها,24603,224332,10.97%,1,0,0
https://www.tabnak.ir/fa/news/1177922/ژست-احمدی-نژاد-در-مراسم-ارتحال-امام-خمینی,24567,203829,12.05%,1,2,0
https://www.tabnak.ir/fa/news/1180861/اطلاعیه-دانشگاه-علامه‌-درباره-برخورد-با-یک-دانشجو,23321,263186,8.86%,1,1,0
https://www.tabnak.ir/fa/news/1172809/تصاویری-دیدنی-از-مدرسه‌ای-آمریکایی-در-شهر-رشت,23285,212547,10.96%,1,9,0
https://www.tabnak.ir/fa/news/1179905/پاسخ-عجیب-و-کوبنده-دانش-آموز-به-سوال-امتحانی,23045,221838,10.39%,1,5,0
https://www.tabnak.ir/fa/news/1181337/شهادت-یکی-از-حافظان-امنیت-در-استان-کرمان,23025,166838,13.8%,1,7,0
https://www.tabnak.ir/fa/news/1182594/رای-پرونده-توماج-صالحی-صادر-شد,23023,218807,10.52%,1,4,0
https://www.tabnak.ir/fa/news/1183997/حج-عمره-به-زودی-برقرار-می‌شود,22854,419025,5.45%,1,7,0
https://www.tabnak.ir/fa/news/1175308/زمان-دومین-عرضه-اولیه-سال-۱۴۰۲-قطعی-شد,22787,180164,12.65%,6,8,0
https://www.tabnak.ir/fa/news/1182800/شارژ-حساب-یارانه-بگیران-تا-ساعاتی-دیگر-یارانه-۶۰۰-و-۸۰۰-هزار-تومانی-برای-چه-کسانی-است,22769,277210,8.21%,6,0,0
https://www.tabnak.ir/fa/news/1183108/بازدید-استاندار-قزوین-از-هیچ,22560,181459,12.43%,1,8,0
https://www.tabnak.ir/fa/news/1178883/فرجام-تلخ-دوستی-دختر-دانش-آموز-با-پسر-ناشناس,22408,128806,17.4%,1,3,0
https://www.tabnak.ir/fa/news/1175647/آیا-بعد-از-بوتاکس-پوست-می‌افتد,22319,168281,13.26%,1,7,0
https://www.tabnak.ir/fa/news/1178871/چگونه-در-خانه-مربای-زردآلو-درست-کنیم,22214,235435,9.44%,1,1,0
https://www.tabnak.ir/fa/news/1181594/بهره-مندی-از-ارشدیت-های-تحصیلی-برای-کارکنان-فراجا,22146,310927,7.12%,1,4,0
https://www.tabnak.ir/fa/news/1172169/پلمب-رستوران-قلعه‌نویی-بخاطر-کشف-حجاب-و-الکل,22066,205148,10.76%,2,9,0
https://www.tabnak.ir/fa/news/1173972/خبر-مهم-برای-متقاضیان-عرضه-اولیه-جدید-در-بورس,22041,180542,12.21%,6,2,0
https://www.tabnak.ir/fa/news/1182191/اجرای-حکم-اعدام-عاملان-حمله-تروریستی-به-شاهچراغ,21784,144051,15.12%,1,1,0
https://www.tabnak.ir/fa/news/1180648/توقیف-بنز-۱۲-میلیاردی-در-تاکستان,21337,207148,10.3%,1,8,0
https://www.tabnak.ir/fa/news/1181396/حمله-تند-عبادی‌پور-به-کادرفنی-تیم-ملی-والیبال,21298,111839,19.04%,2,6,0
https://www.tabnak.ir/fa/news/1172162/حکم-جالب-قاضی-برای-۲-متهم-در-خوزستان,21139,182599,11.58%,1,2,0
https://www.tabnak.ir/fa/news/1174492/ابلاغ-دو-دستورالعمل-جدید-برای-درمان-اعتیاد,20972,231607,9.05%,1,2,0
https://www.tabnak.ir/fa/news/1175490/شرایط-و-هزینه‌های-دریافت-گواهینامه-رانندگی,20934,191336,10.94%,1,0,0
https://www.tabnak.ir/fa/news/1171656/سرنوشت-شوم-دختر-دانش-آموز-در-مسیر-مدرسه-به-خانه,20865,189606,11%,1,6,0
https://www.tabnak.ir/fa/news/1181707/یک-تصویر-پربازدید-از-حاشیه-حوادث-فرانسه,20622,166840,12.36%,1,7,0
https://www.tabnak.ir/fa/news/1177587/رازی-که-پزشک-مشهور-عربستانی-از-رونالدو-فاش-کرد,20508,201662,10.17%,1,7,22
https://www.tabnak.ir/fa/news/1183719/چرا-سد-چمشیر-افتتاح-شد,20426,205733,9.93%,1,9,0
https://www.tabnak.ir/fa/news/1183268/استقرار-نیرو‌های-مرزبانی-عراق-در-خط-صفر-مرزی-با-ایران,20264,324263,6.25%,1,8,0
https://www.tabnak.ir/fa/news/1178546/خارج-کردن-توده-۲۴-کیلویی-از-بدن-بیمار,20156,201287,10.01%,1,6,0
https://www.tabnak.ir/fa/news/1177671/عکس-معرفی-سرمربی-جدید-افغانستان-توسط-طالبان,20064,222504,9.02%,2,1,0
https://www.tabnak.ir/fa/news/1174869/نامه-مهم-قالیباف-به-رئیسی-درباره-حقوق-کارمندان,19822,199653,9.93%,1,9,0
https://www.tabnak.ir/fa/news/1182617/خبر-خوش-برای-بازنشستگان-کشوری-درباره-همسان‌سازی,19816,146562,13.52%,1,7,0
https://www.tabnak.ir/fa/news/1177030/اقدام-عجیب-دختر-دانش-آموز-برای-یادآوری-پاسخ-سوالات,19753,169050,11.68%,1,0,0
https://www.tabnak.ir/fa/news/1176809/غرق-شدن-پدر-و-پسر-در-علی-آباد-کتول,19736,134565,14.67%,1,9,0
https://www.tabnak.ir/fa/news/1179211/مشاغلی-که-مشمول-تبصره-ماده-۱۰۰-قانون-مالیات-نمی‌شوند,19545,208373,9.38%,1,1,0
https://www.tabnak.ir/fa/news/1178238/طوفان-حاره‌ای-در-راه-است,19444,160408,12.12%,1,8,0
https://www.tabnak.ir/fa/news/1174897/پرونده-سهام-عدالت-بسته-می‌شود,19289,156193,12.35%,1,7,0
https://www.tabnak.ir/fa/news/1180862/پذیرایی-لاکچری-از-مسافران-هواپیمای-همراهان-رئیسی,19191,241645,7.94%,1,2,0
https://www.tabnak.ir/fa/news/1183999/چابهار-بزودی-جهانی-می‌شود,19161,223563,8.57%,1,9,0
https://www.tabnak.ir/fa/news/1182348/مهدی-طارمی-در-آستانه-قرارداد-با-آث-میلان,19113,173517,11.02%,2,8,0
https://www.tabnak.ir/fa/news/1182047/پلمب-یک-خانه-پلاک-قرمز-با-دستور-قضایی-در-جنوب-تهران,18822,154804,12.16%,1,7,0
https://www.tabnak.ir/fa/news/1177044/ساعت-میرسلیم-دوباره-سوژه-شد,18675,146161,12.78%,4,4,0
https://www.tabnak.ir/fa/news/1183793/اعلام-جرم-دادستانی-یزد-علیه-یک-بلاگر,18631,106762,17.45%,1,3,0
https://www.tabnak.ir/fa/news/1178379/دستگیری-کلاهبرداران-۹۰۰-میلیاردی-پیش-فروش-خودرو,18584,176848,10.51%,1,9,0
https://www.tabnak.ir/fa/news/1182566/نگرانی‌ها-از-تکرار-گتوند-در-مازندران,18453,158064,11.67%,1,6,0
https://www.tabnak.ir/fa/news/1180382/مدودف-برای-نجات-کشور-همه-اطراف-پوتین-جمع-شوید,18209,143979,12.65%,1,2,0
https://www.tabnak.ir/fa/news/1183788/دستگیری-عوامل-حادثه-تروریستی-زاهدان-در-دستور-کار,17980,193537,9.29%,1,8,0
https://www.tabnak.ir/fa/news/1178537/بازارهای-مکه-و-مدینه-خالی-از-زائران-ایرانی,17966,93259,19.26%,1,7,0
https://www.tabnak.ir/fa/news/1173356/چرخش-غیرمنتظره-بن‌سلمان,17939,108654,16.51%,1,6,0
https://www.tabnak.ir/fa/news/1181159/واکنش-گروسی-به-توافق-جایگزین,17876,162118,11.03%,1,9,0
https://www.tabnak.ir/fa/news/1177585/عرضه-اولیه-جدید-چقدر-پول-می‌خواهد,17867,147616,12.1%,6,5,0
https://www.tabnak.ir/fa/news/1181714/بیرانوند-از-رفتن-به-استقلال-منصرف-شد-مخالفت-پرسپولیس-با-پرداخت-نصف-پیشنهاد-رقیب-به-بیرو-ورود-نهاد-نظارتی-به-سوراخ-شدن-سقف-بودجه,17798,75864,23.46%,2,4,0
https://www.tabnak.ir/fa/news/1181584/این-گروه-خونی-در-معرض-سکته-مغزی-هستند,17753,132495,13.4%,1,4,0
https://www.tabnak.ir/fa/news/1180028/تنها-خیابان-تهران-که-هنوز-به-نام-یک-پادشاه-است,17609,200582,8.78%,1,8,0
https://www.tabnak.ir/fa/news/1179259/واکنش-همتی-به-اظهارات-مخبر-درباره-کنترل-تورم,17593,143438,12.27%,1,9,0
https://www.tabnak.ir/fa/news/1176056/جدول-گلزنان-لیگ-پرتغال-بعداز-پوکر-دیشب-طارمی,17454,152633,11.44%,2,6,0
https://www.tabnak.ir/fa/news/1176325/راحت‌ترین-راه-برای-غلبه-بر-نفخ-و-بیماری‌های-گوارشی,17451,193121,9.04%,1,5,0
https://www.tabnak.ir/fa/news/1182994/متقلبین-در-کنکور-با-نظر-مجلس-دانشجو-شدند-که-البته-تصمیم-درستی-هم-بود,17421,423667,4.11%,3,4,0
https://www.tabnak.ir/fa/news/1178020/فیلمی-آخرالزمانی-ازواکنش-دانش‌آموزان-به-پایان-امتحانات,17323,193487,8.95%,1,0,0
https://www.tabnak.ir/fa/news/1177511/اعلام-آماده-باش-رئیس-جمهور-چین-به-رهبران-نظامی-برای-بدترین-سناریو-خروج-امارات-از-ائتلاف-دریایی-با-آمریکا-هشدار-ارتش-چین-درباره-تحرکات-نظامی-آمریکا-گفت-وگوی-تلفنی-ولیعهد-عربستان-با-اردوغان,17213,212670,8.09%,1,1,0
https://www.tabnak.ir/fa/news/1177836/عزل-رئیس-یک-بیمارستان-به-دستور-وزیر-بهداشت,17213,165937,10.37%,1,6,0
https://www.tabnak.ir/fa/news/1181698/۵-دهک-اول-جامعه-رایگان-بیمه-می‌شوند,17167,217631,7.89%,1,8,0
https://www.tabnak.ir/fa/news/1177837/شرایط-پذیرش-دانشجوی-ارشد-در-دانشگاه-فرهنگیان,17048,307093,5.55%,1,7,0
https://www.tabnak.ir/fa/news/1179271/طالبان-بنزین-ایران-را-پس-فرستاد-ماجرای-صادرات-بنزین-ایران-به-افغانستان-چیست-فیلم,17018,223770,7.61%,1,1,0
https://www.tabnak.ir/fa/news/1176823/مرکز-فروش-کولرگازی-اقساطی-میتسوبیشی,17006,228914,7.43%,1,3,0
https://www.tabnak.ir/fa/news/1175850/متن-مشکوک-دختر-کیومرث-پوراحمد-در-چهلم-پدرش,16922,128896,13.13%,1,0,22
https://www.tabnak.ir/fa/news/1183066/حمله-تند-عباس-جدیدی-به-علیرضا-دبیر,16839,100643,16.73%,2,6,0
https://www.tabnak.ir/fa/news/1182074/مرتضوی-با-طبری-رابطه-داشت,16720,183042,9.13%,4,4,0
https://www.tabnak.ir/fa/news/1182624/شناسایی-سویه-ویروس-خطرناک-در-همسایه-شرقی-ایران,16712,136257,12.27%,1,4,0
https://www.tabnak.ir/fa/news/1181752/پلاکت-خون-بالا-علت-علائم-و-روش‌های-درمان,16559,236759,6.99%,1,2,0
