Top pages,Clicks,Impressions,CTR,service,category,bato
https://www.tabnak.ir/fa/news/1180176/حمله-موشکی-اوکراین-به-پل-ها-در-کریمه-عکسهشدار-روسیه-به-آمریکا-درباره-ارسال-نیروهای-ناتو-به-اوکراینکشته-شدن-۱۳-هزار-نیروی-اوکراینی-در-ضد-حمله-علیه-روسیه,2212,12050,18.36%,1,6,0
https://www.tabnak.ir/fa/news/1181220/پیشرفت-۴۵-درصدی-خط-انتقال-آب-دریا-به-کرمان,2211,28518,7.75%,1,0,0
https://www.tabnak.ir/fa/news/1182073/حمله-روسیه-به-محل-استقرار-نیروهای-مسلح-اوکراینپیشنهاد-مددوف-برای-پایان-جنگ-اوکراین-در-چند-روز,2200,16936,12.99%,1,3,0
https://www.tabnak.ir/fa/news/1183282/سود-سهام-عدالت-امسال-چگونه-پرداخت-می‌شود,2195,49614,4.42%,1,2,0
https://www.tabnak.ir/fa/news/1172118/پرسش-مجری-زن-صداوسیما-از-وزیر-پیشین-ارتباطات,2193,39353,5.57%,1,8,0
https://www.tabnak.ir/fa/news/1176485/ملکه-رانیا-حنابندان-عروسش-را-برگزار-کرد,2193,16964,12.93%,1,5,22
https://www.tabnak.ir/fa/news/1174557/بلاتکلیفی-پذیرفته-شدگان-دو-آزمون-فوق-تخصصی-وزارت-راه-و-شهرسازی-علت-کارشکنی-برای-اعطای-صلاحیت-حرفه‌ای-به-مهندسان-عمران-چیست ,2185,28973,7.54%,1,7,0
https://www.tabnak.ir/fa/news/1180342/انتقاد-صریح-روزنامه-کیهان-از-دسته-دختران,2182,22287,9.79%,1,2,0
https://www.tabnak.ir/fa/news/1184075/بیرون-زدن-دست‌های-انسان-تنها-در-بیابان,2174,26513,8.2%,1,5,0
https://www.tabnak.ir/fa/news/1182148/واکنش-وحید-هاشمیان-به-جدایی-کریم-باقری,2171,40385,5.38%,1,8,0
https://www.tabnak.ir/fa/news/1182267/تجمع-جمعی-از-جانبازان-در-خیابان-فلسطین-عکس,2171,24464,8.87%,1,7,0
https://www.tabnak.ir/fa/news/1181653/پلمب-۷-آرایشگاه-زنانه-در-ماهشهر,2167,17184,12.61%,1,3,0
https://www.tabnak.ir/fa/news/1179746/چه-زمانی-زنگ-خطر-تامین-آب-شرب-در-سیستان-به-صدا-درمی-آید,2165,27272,7.94%,4,6,0
https://www.tabnak.ir/fa/news/1182834/افسانه-بایگان-از-عرصه-بازیگری-کناره‌گیری-کرد,2161,24046,8.99%,1,4,0
https://www.tabnak.ir/fa/news/1172443/ابربدهی-بانک‌ها-به-بانک-مرکزی-در-وضعیت-قرمز-فرصت-شش-ماهه-فرزین-به-بانک‌های-ناتراز-گزینه-انحلال-روی-میز-رئیس-کل-بانک-مرکزی,2159,42229,5.11%,6,3,0
https://www.tabnak.ir/fa/news/1180213/۴-نهاد-مالی-جدید-در-کشور-ایجاد-می‌شود,2159,26927,8.02%,1,3,0
https://www.tabnak.ir/fa/news/1178239/روسیه-در-خرسون-وضعیت-اضطراری-اعلام-کرد,2151,21907,9.82%,1,9,0
https://www.tabnak.ir/fa/news/1180378/جن-پوتین-چطور-از-چراغ-جادو-بیرون-جهید,2148,14230,15.09%,1,8,0
https://www.tabnak.ir/fa/news/1177801/چرا-کمک-داور-شهرآورد-در-جشن-قهرمانی-پرسپولیس-حضور-داشتباکو-شهروندان-آذربایجان-به-ایران-سفر-نکنند,2146,26316,8.15%,4,1,0
https://www.tabnak.ir/fa/news/1181744/فقط-مجازید-این-وسایل-را-با-خود-سر-جلسه-کنکور-ببرید,2137,24531,8.71%,1,4,0
https://www.tabnak.ir/fa/news/1183318/نرخ-قند-شکر-و-نبات-در-میادین-و-بازار‌های-میوه-و-تره-بار,2134,52005,4.1%,1,8,0
https://www.tabnak.ir/fa/news/1176089/بیانیه‌-معاونت-حقوقی-رئیس‌جمهور-در-واکنش-به-اظهارات-مقامات-افغانستان-درباره-حق‌آبه-هیرمند,2126,11555,18.4%,4,9,0
https://www.tabnak.ir/fa/news/1179954/قلعه‌نویی-با-این-بازیکنان-من-خیلی-ثروتمندم,2122,28764,7.38%,2,4,0
https://www.tabnak.ir/fa/news/1183966/ساخت-پهپادهای-منحصربه‌فرد-توسط-نیروی-دریایی-سپاه,2119,38890,5.45%,1,6,0
https://www.tabnak.ir/fa/news/1172137/جزئیات-و-میزان-سهمیه-بنزین-اردیبهشت‌-ماه,2115,18423,11.48%,1,7,0
https://www.tabnak.ir/fa/news/1174786/برگزاری-مانور-مشترک-ترکیه-و-جمهوری-آذربایجان,2106,20215,10.42%,1,6,0
https://www.tabnak.ir/fa/news/1180924/تصویر-برگه-بازجویی-عامل-ترور-آیت-الله-خامنه‌ای,2097,50167,4.18%,1,4,0
https://www.tabnak.ir/fa/news/1183064/جاده-چالوس-فردا-بسته-می‌شود,2089,27452,7.61%,1,4,0
https://www.tabnak.ir/fa/news/1174301/کدام-نماد‌ها-افزایش-سرمایه-دارند,2089,14609,14.3%,2,1,0
https://www.tabnak.ir/fa/news/1179883/وضعیت-پرونده-بیگی-درباره-شاسی-بلندها,2085,29352,7.1%,1,3,0
https://www.tabnak.ir/fa/news/1181239/تصاویر-زیبا-از-نماز-عید-قربان-در-یکی-از-روستاهای-عمان,2080,39743,5.23%,1,9,0
https://www.tabnak.ir/fa/news/1177541/تایید-مختومه-شدن-۲-پرونده-علیه-ایران-توسط-آژانس,2074,32587,6.36%,1,1,0
https://www.tabnak.ir/fa/news/1179640/امشب-یارانه-۲۵-میلیون-نفر-زیاد-می‌شود,2073,21671,9.57%,1,0,0
https://www.tabnak.ir/fa/news/1179375/سیر-نزولی-چشمگیر-طلا-و-سکه-جدیدترین-قیمت‌ها,2071,31663,6.54%,1,5,0
https://www.tabnak.ir/fa/news/1175702/ساعات-کاری-ادارات-استان-زنجان-تغییر-می‌کند,2065,25094,8.23%,1,2,0
https://www.tabnak.ir/fa/news/1184069/سفر-غیرمنتظره-کیسینجر-به-چین,2062,25914,7.96%,1,9,0
https://www.tabnak.ir/fa/news/1179249/پیوستن-اوکراین-به-ناتو-منتفی-است,2060,25513,8.07%,1,9,0
https://www.tabnak.ir/fa/news/1176826/پرتماشاگرترین-تیم-فوتبال-ایران-مشخص-شد,2052,19203,10.69%,1,6,0
https://www.tabnak.ir/fa/news/1178555/پاسخ-عراقچی-به-ادعای-جنجالی-علیرضا-بیرانوند,2052,9802,20.93%,1,5,0
https://www.tabnak.ir/fa/news/1182756/با-این-روش-آیس-کافی-سریع-و-خانگی-درست-کنید,2051,36183,5.67%,1,6,0
https://www.tabnak.ir/fa/news/1174856/ضمانت-اجرایی-قیمت-جدید-خودرو‌های-مونتاژی-چیست-چرا-قیمت-برخی-از-خودرو‌ها-اعلام-نشد-مونتاژکاران-زیر-بار-این-قیمت‌ها-می‌روند,2050,25166,8.15%,6,6,0
https://www.tabnak.ir/fa/news/1177851/تقابل-کشتی‌های-جنگی-آمریکا-و-چین-در-تنگه-تایوان-بیانیه-ارتش-مصر-در-مورد-تبادل-آتش-با-سربازان-اسرائیلی-بیانیه-مقاومت-عراق-علیه-عربستان-سعودی-معرفی-وزیر-خارجه-جدید-ترکیه-توسط-اردوغان,2038,29683,6.87%,1,1,0
https://www.tabnak.ir/fa/news/1180254/نوه-هایی-که-از-جسد-مادربزرگشان-میز-ساختند,2037,42694,4.77%,1,4,22
https://www.tabnak.ir/fa/news/1176148/شروع-ساخت-۲۵۰۰-خانه-در-تهرانهشدار-قالیباف-به-افغانستان-درباره-حقابه-هیرمند,2035,30162,6.75%,4,8,0
https://www.tabnak.ir/fa/news/1173411/آتیلا-حجازی-کمک-احمدی‌نژاد-را-به-ماشین-پرت-کرد,2030,31932,6.36%,2,1,0
https://www.tabnak.ir/fa/news/1181746/نرخ-ارز-به-ثبات-رسید-رشد-تولید-با-پول-پاشی-انجام-نمی‌شود-تورم-کاهشی-شده-و-ادامه-خواهد-داشت-انتشار-ریال-به-صورت-چشم-بسته-ممنوع,2029,69747,2.91%,6,6,0
https://www.tabnak.ir/fa/news/1172061/خبر-مهم-برای-متقاضیان-خرید-خودرو,2024,14016,14.44%,1,1,0
https://www.tabnak.ir/fa/news/1182976/آموزش-زبان-چینی-در-مدارس-ظاهرا-شهر-خراب-دیگری-در-پیش-است,2021,15845,12.75%,3,6,0
https://www.tabnak.ir/fa/news/1183978/تصویر-برداری-فصل-جدید-سریال-سلمان-فارسی-در-ایران,2015,25855,7.79%,1,8,0
https://www.tabnak.ir/fa/news/1180931/درخواست-ویژه-گل‌محمدی-درباره-کریم-باقری,2015,17945,11.23%,1,1,0
https://www.tabnak.ir/fa/news/1174430/آنر-x9a-به-ایران-می‌آید-نهایت-ظرافت-و-زیبایی-در-یک-میان‌رده-قدرتمند,2014,21602,9.32%,1,0,0
https://www.tabnak.ir/fa/news/1172760/دیوید-تیلور-برای-مقابله-با-حسن-یزدانی-استارت-زد,2014,18513,10.88%,1,0,0
https://www.tabnak.ir/fa/news/1179774/جواب-کمیته-المپیک-به-دبیر-۷میلیارد-دادیم-نه-۳میلیارد,2013,17271,11.66%,2,4,0
https://www.tabnak.ir/fa/news/1178610/ترامپ-جنگ-اوکراین-را-تمام-می-کندپرواز-جنگنده-های-روسیه-در-حریم-هوایی-ناتو,2013,14750,13.65%,1,0,0
https://www.tabnak.ir/fa/news/1181039/جاده-چالوس-همچنان-مسدود-است,2003,27829,7.2%,1,9,0
https://www.tabnak.ir/fa/news/1177724/تلسکوپ-جیمز-وب-سیارک-ناشناخته-ای-کشف-کرد,2000,29508,6.78%,1,4,0
https://www.tabnak.ir/fa/news/1172912/ادعای-واگذاری-خودرو-به-نمایندگان-بررسی-شد,1998,12793,15.62%,1,2,0
https://www.tabnak.ir/fa/news/1183260/اسکورت-سنگین-استاندار-قزوین-در-بازدید-از-یک-طرح,1995,20816,9.58%,4,0,0
https://www.tabnak.ir/fa/news/1180126/ماجرای-طمعکاری-که-برای-شوهرش-زن-گرفت,1994,15896,12.54%,1,6,0
https://www.tabnak.ir/fa/news/1176899/برخورد-قضایى-با-سربازى-که-به-یک-راننده-سیلى-زد,1989,24794,8.02%,1,9,0
https://www.tabnak.ir/fa/news/1179575/خواستگاری-دردسرساز,1988,30793,6.46%,1,5,0
https://www.tabnak.ir/fa/news/1181967/اطلاعیه-فرودگاه-مهرآباد-درباره-ترافیک-مسیر-در-روز-جمعه,1981,65014,3.05%,1,7,0
https://www.tabnak.ir/fa/news/1179132/مدافع-استقلالی-در-آستانه-امضای-قرارداد-با-تراکتور,1980,15652,12.65%,1,2,0
https://www.tabnak.ir/fa/news/1183071/تکمیل-ثبت-نام-برندگان-مرحله-دوم-سامانه-یکپارچه-خودرو,1975,19091,10.35%,1,1,0
https://www.tabnak.ir/fa/news/1184107/جدیدترین-خبر-از-مزایده-خودرو‌های-بالای-۲۵۰۰-سی-سی-چه-کسانی-می‌توانند-در-این-مزایده-شرکت-کنند,1971,20209,9.75%,6,7,0
https://www.tabnak.ir/fa/news/1182385/دانشجویان-دانشگاه-آزاد-جورکش-زیان‌دهی-واحدها,1970,28702,6.86%,1,5,0
https://www.tabnak.ir/fa/news/1183368/شهریه-عجیب-مدارس-دولتی-و-غیردولتی-۵۰-سال-قبل,1969,46354,4.25%,1,8,0
https://www.tabnak.ir/fa/news/1177775/پروازهای-زائران-ایرانی-به-مکه-آغاز-شد,1961,19582,10.01%,1,5,0
https://www.tabnak.ir/fa/news/1172579/واکنش-تنابنده-به-احتمال-پایان-تولید-پایتخت,1958,27049,7.24%,1,9,0
https://www.tabnak.ir/fa/news/1180729/ترسناک-یا-زیبا-آشنایی-با-عجیب‌ترین-بز-دنیا,1950,52933,3.68%,1,9,22
https://www.tabnak.ir/fa/news/1182941/رونمایی-از-ابربدهکاران-بانکی-در-سال-جدید-کدام-بانک‌ها-از-افشای-اطلاعات-ابربدهکاران-شانه-خالی-کردند,1946,37376,5.21%,6,1,0
https://www.tabnak.ir/fa/news/1172190/کشف-مزرعه-تولید-ارز-دیجیتال-در-ایلام,1941,19203,10.11%,1,0,0
https://www.tabnak.ir/fa/news/1183052/چرا-گفت‌وگوی-زنده-ظریف-لغو-شد,1940,28344,6.84%,1,2,0
https://www.tabnak.ir/fa/news/1182431/جنجال-تغییر-اجباری-اسم-و-فامیل-توسط-ثبت-احوال,1934,38265,5.05%,1,1,0
https://www.tabnak.ir/fa/news/1177968/پروازهای-جمهوری-آذربایجان-به-ایران-به-حالت-تعلیق-درآمد,1928,33117,5.82%,1,8,0
https://www.tabnak.ir/fa/news/1176099/بازداشت-۲-عضو-شورا-و-معاون-سابق-شهرداری-شیراز,1928,24126,7.99%,1,9,0
https://www.tabnak.ir/fa/news/1176795/آب-اولین-و-مهم‌ترین-موضوع-ما-با-افغانستان-نیست,1921,25306,7.59%,1,5,0
https://www.tabnak.ir/fa/news/1178055/ساعت-کار-جدید-۶-صبح-مثل-کله‌پز‌ها-می‌رویم-ما-سرِکار,1903,24444,7.79%,1,5,0
https://www.tabnak.ir/fa/news/1176831/جشن-ایراندخت-در-زاهدان,1902,23684,8.03%,1,1,0
https://www.tabnak.ir/fa/news/1181467/صدای-عجیبی-که-دانش-آموز-به-وسیله-کاغذ-در-می‌آورد,1899,21068,9.01%,1,7,0
https://www.tabnak.ir/fa/news/1181521/جزییات-افزایش-سرمایه-چند-نماد-بورسی-و-فرابورسی,1897,18340,10.34%,2,1,0
https://www.tabnak.ir/fa/news/1181688/واریز-۳۰۵-میلیارد-ریال-به‌-حساب-صندوق-ذخیره-فرهنگیان,1892,30120,6.28%,1,8,0
https://www.tabnak.ir/fa/news/1173910/جذب-۷۵-هزار-معلم-در-سال-جدید,1890,19661,9.61%,1,0,0
https://www.tabnak.ir/fa/news/1180886/بهره-مندی-۳۱۰۰۰-سرپرست-خانوار-تحت-پوشش-کمیته-امداد-از-مزایای-کارت-های-بانکی-خرید-نان,1885,24403,7.72%,1,6,0
https://www.tabnak.ir/fa/news/1175196/پیش-بینی-مهم-از-بورس-فردا-صعود-یا-سقوط,1883,20900,9.01%,6,6,0
https://www.tabnak.ir/fa/news/1177410/بازیگر-سینما-در-سن-۷۶-سالگی-درگذشت,1872,12020,15.57%,1,0,0
https://www.tabnak.ir/fa/news/1177273/نشانه‌های-سردرد-ناشی-از-افت-قند-خون,1871,38149,4.9%,1,3,0
https://www.tabnak.ir/fa/news/1179617/هواوی-ژاپنی‌ها-را-سورپرایز-کرد,1871,21216,8.82%,1,7,0
https://www.tabnak.ir/fa/news/1182410/این-غذاها-برای-افراد-دیابتی-حکم-سم-دارد,1871,14213,13.16%,1,0,0
https://www.tabnak.ir/fa/news/1178561/قیمت-جدید-کارخانه-ای-۲۸-محصول-ایران‌خودرو,1864,13307,14.01%,1,1,0
https://www.tabnak.ir/fa/news/1183430/انواع-پمپ-صنعتی-و-خانگی,1853,36190,5.12%,1,0,0
https://www.tabnak.ir/fa/news/1172298/استوری-عباس‌زاده-علیه-خمز-تراکتور-را-بهم-ریخت,1852,10632,17.42%,2,8,0
https://www.tabnak.ir/fa/news/1181264/فواید-کدو-سبز-برای-سلامتی,1848,33027,5.6%,1,4,0
https://www.tabnak.ir/fa/news/1180365/پارلمان-آلمان-قانون-مهاجرت-جدید-را-تصویب-کرد,1848,30260,6.11%,1,5,0
https://www.tabnak.ir/fa/news/1175457/برف-شهرستان-اهر-را-سفیدپوش-کرد,1844,15473,11.92%,1,7,0
https://www.tabnak.ir/fa/news/1178011/تسهیلات-۵۰۰-میلیاردی-برای-دیمکاران-کشور,1829,19406,9.42%,1,1,0
https://www.tabnak.ir/fa/news/1174848/سفر-به-مریخ-چقدر-طول-می‌کشد,1826,23222,7.86%,1,8,0
https://www.tabnak.ir/fa/news/1179985/سوپرمارکت‌ها-هم-مشروبات-الکلی-می‌فروشند,1821,31921,5.7%,1,5,0
https://www.tabnak.ir/fa/news/1178938/۶-اشتباه-رایج-دختر‌ها-و-پسر‌ها-در-خواستگاری,1820,42138,4.32%,1,8,0
https://www.tabnak.ir/fa/news/1176639/روایت-تصویری-سفر-رئیس‌جمهور-به-اندونزی,1818,12917,14.07%,1,9,0
https://www.tabnak.ir/fa/news/1178991/ورق-بورس-برگشت,1816,16861,10.77%,1,1,0
https://www.tabnak.ir/fa/news/1180345/سیلوا-یکطرفه-قراردادش-با-استقلال-را-فسخ-کرد,1815,20075,9.04%,2,5,0
https://www.tabnak.ir/fa/news/1179612/هشدار-مهم-هواشناسی-استان-تهران,1810,25284,7.16%,1,2,0
https://www.tabnak.ir/fa/news/1178477/آتش-سوزی-در-بازار-تجریش,1809,30270,5.98%,1,7,0
https://www.tabnak.ir/fa/news/1178047/خشکسالی-در-مازندران,1802,19867,9.07%,1,7,0
https://www.tabnak.ir/fa/news/1181998/جشنواره-فروش-کولرگازی-اقساطی,1797,29370,6.12%,1,8,0
https://www.tabnak.ir/fa/news/1181235/در-هفته-پیش-رو-کدام-نماد‌ها-مجمع-برگزار-می‌کنند,1796,17094,10.51%,2,5,0
https://www.tabnak.ir/fa/news/1176737/یک-شبکه-جدید-در-صدا-و-سیما-اعلام-حضور-کرد,1794,30583,5.87%,1,7,0
https://www.tabnak.ir/fa/news/1181837/دو-عضو-دیگر-شورای-شهر-سهند-دستگیر-شدند,1792,21353,8.39%,1,7,0
https://www.tabnak.ir/fa/news/1180989/قطری‌ها-در-بندر-دیر-بوشهر-اسکله-می‌سازند,1792,20994,8.54%,1,9,0
https://www.tabnak.ir/fa/news/1180815/پیشروی-نظامی-ارتش-اوکراین-در-تمام-جبهه-ها-هشدار-روسیه-نسبت-به-وقوع-یک-فاجعه-هسته‌ای-درخواست-مقام-ارشد-روس-برای-تشکیل-ارتش-7-میلیون-نفری,1791,7743,23.13%,1,5,0
https://www.tabnak.ir/fa/news/1177810/حمله-گسترده-روسیه-به-زیرساخت‌های-مهم-نظامی-اوکراین-زلنسکی-برای-ضدحمله-علیه-روسیه-آماده‌ایم-برنامه-اوکراین-برای-خرید-۲۰۰-هزار-پهپاد,1790,33533,5.34%,1,0,0
https://www.tabnak.ir/fa/news/1174104/این-زن-رقیب-دبیر-در-انتخابات-فدراسیون-کشتی-شد,1790,16637,10.76%,2,4,0
https://www.tabnak.ir/fa/news/1176031/اعدام-اعضای-باند-تولیدکننده-مواد-مخدر-در-تهران,1784,27632,6.46%,1,1,0
https://www.tabnak.ir/fa/news/1182547/خرید-پرسپولیسی-سپاهان-در-خط-هافبک,1780,21267,8.37%,2,7,0
https://www.tabnak.ir/fa/news/1179856/آغاز-نشست-آستانه-با-تاکید-بر-پایان-اشغالگری-ترکیه-در-سوریه-اعلام-عدم-حمایت-آمریکا-از-استقلال-تایوان-از-چین-اعدام-یک-جوان-شیعه-در-عربستان-استقبال-سازمان-ملل-از-توافق-آمریکا-و-چین,1773,31339,5.66%,1,6,0
https://www.tabnak.ir/fa/news/1172117/خرس-در-کبیرکوه-دو-نفر-را-مصدوم-کرد,1764,13212,13.35%,1,7,0
https://www.tabnak.ir/fa/news/1179345/مقصد-بعدی-احمد-نوراللهی-مشخص-شد,1762,14821,11.89%,1,5,0
https://www.tabnak.ir/fa/news/1181770/دوازده-سال-راه-غلط-وزارت-راه-و-شهرسازی-چرا-ادغام-چرا-تفکیک,1761,59825,2.94%,4,0,0
https://www.tabnak.ir/fa/news/1179767/وام-فوری-خرید-لپ-تاپ-دانشجویی,1753,21831,8.03%,1,7,0
https://www.tabnak.ir/fa/news/1182771/سربازان-واگنر-بدون-فرمانده-به-جنگیدن-ادامه-می‌دهند,1744,12729,13.7%,1,1,0
https://www.tabnak.ir/fa/news/1176216/حمله-زورگیرها-به-ستاره-ایرانی-در-مسیر-آمریکا,1739,26038,6.68%,1,6,0
https://www.tabnak.ir/fa/news/1182283/ماجرای-مسافرکشی-که-ناخواسته-وارد-دنیای-سارقان-شد,1731,15281,11.33%,1,3,0
https://www.tabnak.ir/fa/news/1177528/تصاویر-پربازدید-از-عمامه-گذاریِ-خارجی-ها-در-قم,1730,23410,7.39%,1,8,21
https://www.tabnak.ir/fa/news/1176823/کولرگازی-اقساطی-بدون-بهره-در-کرج-و-تهران,1723,25336,6.8%,1,3,0
https://www.tabnak.ir/fa/news/1178632/بنزین-سه-نرخی-می‌شود-حقوق-و-دستمزد-متناسب-با-قیمت-بنزین-واقعی-شود-خودروسازان-یا-مردم-چه-کسی-مقصر-افزایش-مصرف-بنزین-است,1722,51524,3.34%,4,2,0
